level	light magic power	verified
1251	603161984	TRUE
1252	604030016	TRUE
1253	604897984	TRUE
1254	605766016	TRUE
1255	606633984	TRUE
1256	607502016	TRUE
1257	608369984	TRUE
1258	609238016	TRUE
1259	610105984	TRUE
1260	610974016	TRUE
1261	611841984	TRUE
1262	612710016	TRUE
1263	613577984	TRUE
1264	614452992	TRUE
1265	615328000	TRUE
1266	616203008	TRUE
1267	617078016	TRUE
1268	617953024	TRUE
1269	618828032	TRUE
1270	619702976	TRUE
1271	620577984	TRUE
1272	621452992	TRUE
1273	622328000	TRUE
1274	623203008	TRUE
1275	624078016	TRUE
1276	624953024	TRUE
1277	625835008	TRUE
1278	626716992	TRUE
1279	627598976	TRUE
1280	628481024	TRUE
1281	629363008	TRUE
1282	630244992	TRUE
1283	631126976	TRUE
1284	632009024	TRUE
1285	632891008	TRUE
1286	633772992	TRUE
1287	634654976	TRUE
1288	635537024	TRUE
1289	636419008	TRUE
1290	637308032	TRUE
1291	638196992	TRUE
1292	639086016	TRUE
1293	639974976	TRUE
1294	640864000	TRUE
1295	641753024	TRUE
1296	642641986	TRUE
1297	643531008	TRUE
1298	644419968	TRUE
1299	645308992	TRUE
1300	646198016	TRUE
1301	647086976	TRUE
1302	647976000	TRUE
1303	648872000	TRUE
1304	649768000	TRUE
1305	650664000	TRUE
1306	651560000	TRUE
1307	652456000	TRUE
1308	653352000	TRUE
1309	654248000	TRUE
1310	655144000	TRUE
1311	656040000	TRUE
1312	656936000	TRUE
1313	657832000	TRUE
1314	658728000	TRUE
1315	659630976	TRUE
1316	660534016	TRUE
1317	661436992	TRUE
1318	662339968	TRUE
1319	663243008	TRUE
1320	664145984	TRUE
1321	665049024	TRUE
1322	665952000	TRUE
1323	666854976	TRUE
1324	667758016	TRUE
1325	668660992	TRUE
1326	669564032	TRUE
1327	670467008	TRUE
1328	671377024	TRUE
1329	672286976	TRUE
1330	673196992	TRUE
1331	674107008	TRUE
1332	675017024	TRUE
1333	675926976	TRUE
1334	676836992	TRUE
1335	677747008	TRUE
1336	678657024	TRUE
1337	679566976	TRUE
1338	680476992	TRUE
1339	681387008	TRUE
1340	682297024	TRUE
1341	683214016	TRUE
1342	684131008	TRUE
1343	685048000	TRUE
1344	685964992	TRUE
1345	686881984	TRUE
1346	687798976	TRUE
1347	688716032	TRUE
1348	689633024	TRUE
1349	690550016	TRUE
1350	691467008	TRUE
1351	692384000	TRUE
1352	693300992	TRUE
1353	694217984	TRUE
1354	695142016	TRUE
1355	696065984	TRUE
1356	696990016	TRUE
1357	697913984	TRUE
1358	698838016	TRUE
1359	699761984	TRUE
1360	700686016	TRUE
1361	701609984	TRUE
1362	702534016	TRUE
1363	703457984	TRUE
1364	704382016	TRUE
1365	705305984	TRUE
1366	706230016	TRUE
1367	707161024	TRUE
1368	708092032	TRUE
1369	709022976	TRUE
1370	709953984	TRUE
1371	710884992	TRUE
1372	711816000	TRUE
1373	712747008	TRUE
1374	713678016	TRUE
1375	714609024	TRUE
1376	715539968	TRUE
1377	716470976	TRUE
1378	717401984	TRUE
1379	718332992	TRUE
1380	719270976	TRUE
1381	720209024	TRUE
1382	721147008	TRUE
1383	722084992	TRUE
1384	723022976	TRUE
1385	723961024	TRUE
1386	724899008	TRUE
1387	725836992	TRUE
1388	726774976	TRUE
1389	727713024	TRUE
1390	728651008	TRUE
1391	729588992	TRUE
1392	730526976	TRUE
1393	731472000	TRUE
1394	732417024	TRUE
1395	733361984	TRUE
1396	734307008	TRUE
1397	735251968	TRUE
1398	736196992	TRUE
1399	737142016	TRUE
1400	738086976	TRUE
1401	739032000	TRUE
1402	739977024	TRUE
1403	740921984	TRUE
1404	741867008	TRUE
1405	742812032	TRUE
1406	743763968	TRUE
1407	744716032	TRUE
1408	745667968	TRUE
1409	746620032	TRUE
1410	747571968	TRUE
1411	748524032	TRUE
1412	749475968	TRUE
1413	750428032	TRUE
1414	751379968	TRUE
1415	752332032	TRUE
1416	753283968	TRUE
1417	754236032	TRUE
1418	755187968	TRUE
1419	756147008	TRUE
1420	757105984	TRUE
1421	758065024	TRUE
1422	759024000	TRUE
1423	759982976	TRUE
1424	760942016	TRUE
1425	761900992	TRUE
1426	762860032	TRUE
1427	763819008	TRUE
1428	764777984	TRUE
1429	765737024	TRUE
1430	766696000	TRUE
1431	767654976	TRUE
1432	768620992	TRUE
1433	769587008	TRUE
1434	770553024	TRUE
1435	771518976	TRUE
1436	772484992	TRUE
1437	773451008	TRUE
1438	774417024	TRUE
1439	775382976	TRUE
1440	776348992	TRUE
1441	777315008	TRUE
1442	778281024	TRUE
1443	779246976	TRUE
1444	780212992	TRUE
1445	781185984	TRUE
1446	782158976	TRUE
1447	783132032	TRUE
1448	784105024	TRUE
1449	785078016	TRUE
1450	786051008	TRUE
1451	787024000	TRUE
1452	787996992	TRUE
1453	788969984	TRUE
1454	789942976	TRUE
1455	790915968	TRUE
1456	791889024	TRUE
1457	792862016	TRUE
1458	793841984	TRUE
1459	794822016	TRUE
1460	795801984	TRUE
1461	796782016	TRUE
1462	797761984	TRUE
1463	798742016	TRUE
1464	799721984	TRUE
1465	800702016	TRUE
1466	801681984	TRUE
1467	802662016	TRUE
1468	803641984	TRUE
1469	804622016	TRUE
1470	805601984	TRUE
1471	806588992	TRUE
1472	807576000	TRUE
1473	808563008	TRUE
1474	809550016	TRUE
1475	810537024	TRUE
1476	811523968	TRUE
1477	812510976	TRUE
1478	813497984	TRUE
1479	814484992	TRUE
1480	815472000	TRUE
1481	816459008	TRUE
1482	817446016	TRUE
1483	818433024	TRUE
1484	819420032	TRUE
1485	820414016	TRUE
1486	821408000	TRUE
1487	822401984	TRUE
1488	823395968	TRUE
1489	824390016	TRUE
1490	825384000	TRUE
1491	826377984	TRUE
1492	827372032	TRUE
1493	828366016	TRUE
1494	829360000	TRUE
1495	830353984	TRUE
1496	831347968	TRUE
1497	832342016	TRUE
1498	833342976	TRUE
1499	834344000	TRUE
1500	835345024	TRUE
1501	836345984	TRUE
1502	837347008	TRUE
1503	838348032	TRUE
1504	839348992	TRUE
1505	840350016	TRUE
1506	841350976	TRUE
1507	842352000	TRUE
1508	843353024	TRUE
1509	844353984	TRUE
1510	845355008	TRUE
1511	846363008	TRUE
1512	847371008	TRUE
1513	848379008	TRUE
1514	849387008	TRUE
1515	850395008	TRUE
1516	851403008	TRUE
1517	852411008	TRUE
1518	853419008	TRUE
1519	854427008	TRUE
1520	855435008	TRUE
1521	856443008	TRUE
1522	857451008	TRUE
1523	858459008	TRUE
1524	859473984	TRUE
1525	860489024	TRUE
1526	861504000	TRUE
1527	862518976	TRUE
1528	863534016	TRUE
1529	864548992	TRUE
1530	865564032	TRUE
1531	866579008	TRUE
1532	867593984	TRUE
1533	868609024	TRUE
1534	869624000	TRUE
1535	870638976	TRUE
1536	871654016	TRUE
1537	872675968	TRUE
1538	873697984	TRUE
1539	874720000	TRUE
1540	875742016	TRUE
1541	876764032	TRUE
1542	877785984	TRUE
1543	878808000	TRUE
1544	879830016	TRUE
1545	880851968	TRUE
1546	881873984	TRUE
1547	882896000	TRUE
1548	883918016	TRUE
1549	884940032	TRUE
1550	885961984	TRUE
1551	886990976	TRUE
1552	888019968	TRUE
1553	889049024	TRUE
1554	890078016	TRUE
1555	891107008	TRUE
1556	892136000	TRUE
1557	893164992	TRUE
1558	894193984	TRUE
1559	895222976	TRUE
1560	896252032	TRUE
1561	897281024	TRUE
1562	898310016	TRUE
1563	899339008	TRUE
1564	900374976	TRUE
1565	901411008	TRUE
1566	902446976	TRUE
1567	903483008	TRUE
1568	904518976	TRUE
1569	905555008	TRUE
1570	906590976	TRUE
1571	907627008	TRUE
1572	908662976	TRUE
1573	909699008	TRUE
1574	910734978	TRUE
1575	911771008	TRUE
1576	912806976	TRUE
1577	913849984	TRUE
1578	914892992	TRUE
1579	915936000	TRUE
1580	916979008	TRUE
1581	918022016	TRUE
1582	919065024	TRUE
1583	920108032	TRUE
1584	921150976	TRUE
1585	922193984	TRUE
1586	923236992	TRUE
1587	924280000	TRUE
1588	925323008	TRUE
1589	926366016	TRUE
1590	927416000	TRUE
1591	928465984	TRUE
1592	929516032	TRUE
1593	930566016	TRUE
1594	931616000	TRUE
1595	932665984	TRUE
1596	933715968	TRUE
1597	934766016	TRUE
1598	935816000	TRUE
1599	936865984	TRUE
1600	937916032	TRUE
1601	938966016	TRUE
1602	940016000	TRUE
1603	941065984	TRUE
1604	942123008	TRUE
1605	943180032	TRUE
1606	944236992	TRUE
1607	945294016	TRUE
1608	946350976	TRUE
1609	947408000	TRUE
1610	948465024	TRUE
1611	949521984	TRUE
1612	950579008	TRUE
1613	951635968	TRUE
1614	952692992	TRUE
1615	953750016	TRUE
1616	954806976	TRUE
1617	955870976	TRUE
1618	956934976	TRUE
1619	957998976	TRUE
1620	959062976	TRUE
1621	960126976	TRUE
1622	961190976	TRUE
1623	962254976	TRUE
1624	963318976	TRUE
1625	964382976	TRUE
1626	965446976	TRUE
1627	966510976	TRUE
1628	967574976	TRUE
1629	968638976	TRUE
1630	969702976	TRUE
1631	970774016	TRUE
1632	971844992	TRUE
1633	972915968	TRUE
1634	973987008	TRUE
1635	975057984	TRUE
1636	976129024	TRUE
1637	977200000	TRUE
1638	978270976	TRUE
1639	979342016	TRUE
1640	980412992	TRUE
1641	981484032	TRUE
1642	982555008	TRUE
1643	983625984	TRUE
1644	984704000	TRUE
1645	985782016	TRUE
1646	986860032	TRUE
1647	987937984	TRUE
1648	989016000	TRUE
1649	990094016	TRUE
1650	991171968	TRUE
1651	992249984	TRUE
1652	993328000	TRUE
1653	994406016	TRUE
1654	995484032	TRUE
1655	996561984	TRUE
1656	997640000	TRUE
1657	998724992	TRUE
1658	999809984	TRUE
1659	1000894976	TRUE
1660	1001980032	TRUE
1661	1003065024	TRUE
1662	1004150016	TRUE
1663	1005235008	TRUE
1664	1006320000	TRUE
1665	1007404992	TRUE
1666	1008489984	TRUE
1667	1009574976	TRUE
1668	1010659968	TRUE
1669	1011745024	TRUE
1670	1012830016	TRUE
1671	1013921984	TRUE
1672	1015014016	TRUE
1673	1016105984	TRUE
1674	1017198016	TRUE
1675	1018289984	TRUE
1676	1019382016	TRUE
1677	1020473984	TRUE
1678	1021566016	TRUE
1679	1022657984	TRUE
1680	1023750016	TRUE
1681	1024841984	TRUE
1682	1025934016	TRUE
1683	1027025984	TRUE
1684	1028124992	TRUE
1685	1029224000	TRUE
1686	1030323008	TRUE
1687	1031422016	TRUE
1688	1032521024	TRUE
1689	1033619968	TRUE
1690	1034718976	TRUE
1691	1035817984	TRUE
1692	1036916992	TRUE
1693	1038016000	TRUE
1694	1039115008	TRUE
1695	1040214016	TRUE
1696	1041313024	TRUE
1697	1042412032	TRUE
1698	1043518016	TRUE
1699	1044624000	TRUE
1700	1045729987	TRUE
1701	1046835968	TRUE
1702	1047942016	TRUE
1703	1049048000	TRUE
1704	1050153984	TRUE
1705	1051260032	TRUE
1706	1052366016	TRUE
1707	1053472000	TRUE
1708	1054577984	TRUE
1709	1055683968	TRUE
1710	1056790016	TRUE
1711	1057902976	TRUE
1712	1059016000	TRUE
1713	1060129024	TRUE
1714	1061241984	TRUE
1715	1062355008	TRUE
1716	1063468032	TRUE
1717	1064580992	TRUE
1718	1065694016	TRUE
1719	1066806976	TRUE
1720	1067920000	TRUE
1721	1069033024	TRUE
1722	1070145984	TRUE
1723	1071259008	TRUE
1724	1072371968	TRUE
1725	1073491968	TRUE
1726	1074611968	TRUE
1727	1075731968	TRUE
1728	1076851968	TRUE
1729	1077971968	TRUE
1730	1079091968	TRUE
1731	1080211968	TRUE
1732	1081331968	TRUE
1733	1082451968	TRUE
1734	1083571968	TRUE
1735	1084691968	TRUE
1736	1085811968	TRUE
1737	1086931968	TRUE
1738	1088051968	TRUE
1739	1089179008	TRUE
1740	1090306048	TRUE
1741	1091432960	TRUE
1742	1092560000	TRUE
1743	1093687040	TRUE
1744	1094813952	TRUE
1745	1095940992	TRUE
1746	1097068032	TRUE
1747	1098194944	TRUE
1748	1099321984	TRUE
1749	1100449024	TRUE
1750	1101575936	TRUE
1751	1102702976	TRUE
1752	1103837056	TRUE
1753	1104971008	TRUE
1754	1106104960	TRUE
1755	1107239040	TRUE
1756	1108372992	TRUE
1757	1109506944	TRUE
1758	1110641024	TRUE
1759	1111774976	TRUE
1760	1112909056	TRUE
1761	1114043008	TRUE
1762	1115176960	TRUE
1763	1116311040	TRUE
1764	1117444992	TRUE
1765	1118578944	TRUE
1766	1119719936	TRUE
1767	1120861056	TRUE
1768	1122002048	TRUE
1769	1123143040	TRUE
1770	1124284032	TRUE
1771	1125425024	TRUE
1772	1126566016	TRUE
1773	1127707008	TRUE
1774	1128848000	TRUE
1775	1129988992	TRUE
1776	1131129984	TRUE
1777	1132270976	TRUE
1778	1133411968	TRUE
1779	1134560000	TRUE
1780	1135708032	TRUE
1781	1136856064	TRUE
1782	1138003968	TRUE
1783	1139152000	TRUE
1784	1140300032	TRUE
1785	1141447936	TRUE
1786	1142595968	TRUE
1787	1143744000	TRUE
1788	1144892032	TRUE
1789	1146040064	TRUE
1790	1147187968	TRUE
1791	1148336000	TRUE
1792	1149484032	TRUE
1793	1150638976	TRUE
1794	1151794048	TRUE
1795	1152948992	TRUE
1796	1154104064	TRUE
1797	1155259008	TRUE
1798	1156413952	TRUE
1799	1157569024	TRUE
1800	1158723968	TRUE
1801	1159879040	TRUE
1802	1161033984	TRUE
1803	1162189056	TRUE
1804	1163344000	TRUE
1805	1164498944	TRUE
1806	1165654016	TRUE
1807	1166816000	TRUE
1808	1167977984	TRUE
1809	1169139968	TRUE
1810	1170301952	TRUE
1811	1171463936	TRUE
1812	1172626048	TRUE
1813	1173788032	TRUE
1814	1174950016	TRUE
1815	1176112000	TRUE
1816	1177273984	TRUE
1817	1178435968	TRUE
1818	1179597952	TRUE
1819	1180760064	TRUE
1820	1181928960	TRUE
1821	1183097984	TRUE
1822	1184267008	TRUE
1823	1185436032	TRUE
1824	1186605056	TRUE
1825	1187773952	TRUE
1826	1188942976	TRUE
1827	1190112000	TRUE
1828	1191281024	TRUE
1829	1192450048	TRUE
1830	1193618944	TRUE
1831	1194787968	TRUE
1832	1195956992	TRUE
1833	1197126016	TRUE
1834	1198301952	TRUE
1835	1199478016	TRUE
1836	1200653952	TRUE
1837	1201830016	TRUE
1838	1203005952	TRUE
1839	1204182016	TRUE
1840	1205357952	TRUE
1841	1206534016	TRUE
1842	1207709952	TRUE
1843	1208886016	TRUE
1844	1210061952	TRUE
1845	1211238016	TRUE
1846	1212413952	TRUE
1847	1213590016	TRUE
1848	1214772992	TRUE
1849	1215955968	TRUE
1850	1217138944	TRUE
1851	1218322048	TRUE
1852	1219505024	TRUE
1853	1220688000	TRUE
1854	1221870976	TRUE
1855	1223053952	TRUE
1856	1224237056	TRUE
1857	1225420032	TRUE
1858	1226603008	TRUE
1859	1227785984	TRUE
1860	1228968960	TRUE
1861	1230151936	TRUE
1862	1231341952	TRUE
1863	1232531968	TRUE
1864	1233721984	TRUE
1865	1234912000	TRUE
1866	1236102016	TRUE
1867	1237292032	TRUE
1868	1238482048	TRUE
1869	1239672064	TRUE
1870	1240861952	TRUE
1871	1242051968	TRUE
1872	1243241984	TRUE
1873	1244432000	TRUE
1874	1245622016	TRUE
1875	1246818944	TRUE
1876	1248016000	TRUE
1877	1249213056	TRUE
1878	1250409984	TRUE
1879	1251607040	TRUE
1880	1252803968	TRUE
1881	1254001024	TRUE
1882	1255197952	TRUE
1883	1256395008	TRUE
1884	1257592064	TRUE
1885	1258788992	TRUE
1886	1259986048	TRUE
1887	1261182976	TRUE
1888	1262380032	TRUE
1889	1263584000	TRUE
1890	1264787968	TRUE
1891	1265991936	TRUE
1892	1267196032	TRUE
1893	1268400000	TRUE
1894	1269603968	TRUE
1895	1270808064	TRUE
1896	1272012032	TRUE
1897	1273216000	TRUE
1898	1274419968	TRUE
1899	1275623936	TRUE
1900	1276828032	TRUE
1901	1278032000	TRUE
1902	1279235968	TRUE
1903	1280446976	TRUE
1904	1281657984	TRUE
1905	1282868992	TRUE
1906	1284080000	TRUE
1907	1285291008	TRUE
1908	1286502016	TRUE
1909	1287713024	TRUE
1910	1288924032	TRUE
1911	1290135040	TRUE
1912	1291346048	TRUE
1913	1292557056	TRUE
1914	1293767936	TRUE
1915	1294978944	TRUE
1916	1296189952	TRUE
1917	1297408000	TRUE
1918	1298626048	TRUE
1919	1299843968	TRUE
1920	1301062016	TRUE
1921	1302279936	TRUE
1922	1303497948	TRUE
1923	1304716032	TRUE
1924	1305933952	TRUE
1925	1307152000	TRUE
1926	1308370048	TRUE
1927	1309587968	TRUE
1928	1310806016	TRUE
1929	1312024064	TRUE
1930	1313241984	TRUE
1931	1314466944	TRUE
1932	1315692032	TRUE
1933	1316916992	TRUE
1934	1318141952	TRUE
1935	1319367040	TRUE
1936	1320592000	TRUE
1937	1321816960	TRUE
1938	1323042048	TRUE
1939	1324267008	TRUE
1940	1325491968	TRUE
1941	1326717056	TRUE
1942	1327942016	TRUE
1943	1329166976	TRUE
1944	1330392064	TRUE
1945	1331623936	TRUE
1946	1332856064	TRUE
1947	1334087936	TRUE
1948	1335320064	TRUE
1949	1336551936	TRUE
1950	1337784064	TRUE
1951	1339015936	TRUE
1952	1340248064	TRUE
1953	1341479936	TRUE
1954	1342712064	TRUE
1955	1343943936	TRUE
1956	1345176064	TRUE
1957	1346407936	TRUE
1958	1347646976	TRUE
1959	1348886016	TRUE
1960	1350125056	TRUE
1961	1351363968	TRUE
1962	1352603008	TRUE
1963	1353842048	TRUE
1964	1355080960	TRUE
1965	1356320000	TRUE
1966	1357559040	TRUE
1967	1358797952	TRUE
1968	1360036992	TRUE
1969	1361276032	TRUE
1970	1362514944	TRUE
1971	1363753984	TRUE
1972	1364999936	TRUE
1973	1366246016	TRUE
1974	1367491968	TRUE
1975	1368738048	TRUE
1976	1369984000	TRUE
1977	1371229952	TRUE
1978	1372476032	TRUE
1979	1373721984	TRUE
1980	1374968064	TRUE
1981	1376214016	TRUE
1982	1377459968	TRUE
1983	1378706048	TRUE
1984	1379952000	TRUE
1985	1381197952	TRUE
1986	1382450944	TRUE
1987	1383704064	TRUE
1988	1384957056	TRUE
1989	1386210048	TRUE
1990	1387463040	TRUE
1991	1388716032	TRUE
1992	1389969024	TRUE
1993	1391222016	TRUE
1994	1392475008	TRUE
1995	1393728000	TRUE
1996	1394980992	TRUE
1997	1396233984	TRUE
1998	1397486976	TRUE
1999	1398739968	TRUE
2000	1400000000	TRUE
