level	blacksmith base power	verified
1253	288522500	TRUE
1254	288960000	TRUE
1255	289397500	TRUE
1256	289835000	TRUE
1257	290272500	TRUE
1258	290710000	TRUE
1259	291147500	TRUE
1260	291585000	TRUE
1261	292022500	TRUE
1262	292462500	TRUE
1263	292902500	TRUE
1264	293342500	TRUE
1265	293782500	TRUE
1266	294222500	TRUE
1267	294662500	TRUE
1268	295102500	TRUE
1269	295542500	TRUE
1270	295985000	TRUE
1271	296427500	TRUE
1272	296870000	TRUE
1273	297312500	TRUE
1274	297755000	TRUE
1275	298197500	TRUE
1276	298640000	TRUE
1277	299082500	TRUE
1278	299527500	TRUE
1279	299972500	TRUE
1280	300417500	TRUE
1281	300862500	TRUE
1282	301307500	TRUE
1283	301752500	TRUE
1284	302197500	TRUE
1285	302642500	TRUE
1286	303090000	TRUE
1287	303537500	TRUE
1288	303985000	TRUE
1289	304432500	TRUE
1290	304880000	TRUE
1291	305327500	TRUE
1292	305775000	TRUE
1293	306222500	TRUE
1294	306672500	TRUE
1295	307122500	TRUE
1296	307572500	TRUE
1297	308022500	TRUE
1298	308472500	TRUE
1299	308922500	TRUE
1300	309372500	TRUE
1301	309822500	TRUE
1302	310275000	TRUE
1303	310727500	TRUE
1304	311180000	TRUE
1305	311632500	TRUE
1306	312085000	TRUE
1307	312537500	TRUE
1308	312990000	TRUE
1309	313442500	TRUE
1310	313897500	TRUE
1311	314352500	TRUE
1312	314807500	TRUE
1313	315262500	TRUE
1314	315717500	TRUE
1315	316172500	TRUE
1316	316627500	TRUE
1317	317082500	TRUE
1318	317540000	TRUE
1319	317997500	TRUE
1320	318455000	TRUE
1321	318912500	TRUE
1322	319370000	TRUE
1323	319827500	TRUE
1324	320285000	TRUE
1325	320742500	TRUE
1326	321202500	TRUE
1327	321662500	TRUE
1328	322122500	TRUE
1329	322582500	TRUE
1330	323042500	TRUE
1331	323502500	TRUE
1332	323962500	TRUE
1333	324422500	TRUE
1334	324885000	TRUE
1335	325347500	TRUE
1336	325810000	TRUE
1337	326272500	TRUE
1338	326735000	TRUE
1339	327197500	TRUE
1340	327660000	TRUE
1341	328122500	TRUE
1342	328585000	TRUE
1343	329050000	TRUE
1344	329515000	TRUE
1345	329980000	TRUE
1346	330445000	TRUE
1347	330910000	TRUE
1348	331375000	TRUE
1349	331840000	TRUE
1350	332305000	TRUE
1351	332772500	TRUE
1352	333240000	TRUE
1353	333707500	TRUE
1354	334175000	TRUE
1355	334642500	TRUE
1356	335110000	TRUE
1357	335577500	TRUE
1358	336045000	TRUE
1359	336515000	TRUE
1360	336985000	TRUE
1361	337455000	TRUE
1362	337925000	TRUE
1363	338395000	TRUE
1364	338865000	TRUE
1365	339335000	TRUE
1366	339805000	TRUE
1367	340277500	TRUE
1368	340750000	TRUE
1369	341222500	TRUE
1370	341695000	TRUE
1371	342167500	TRUE
1372	342640000	TRUE
1373	343112500	TRUE
1374	343585000	TRUE
1375	344060000	TRUE
1376	344535000	TRUE
1377	345010000	TRUE
1378	345485000	TRUE
1379	345960000	TRUE
1380	346435000	TRUE
1381	346910000	TRUE
1382	347385000	TRUE
1383	347862500	TRUE
1384	348340000	TRUE
1385	348817500	TRUE
1386	349295000	TRUE
1387	349772500	TRUE
1388	350250000	TRUE
1389	350727500	TRUE
1390	351205000	TRUE
1391	351685000	TRUE
1392	352165000	TRUE
1393	352645000	TRUE
1394	353125000	TRUE
1395	353605000	TRUE
1396	354085000	TRUE
1397	354565000	TRUE
1398	355045000	TRUE
1399	355527500	TRUE
1400	356010000	TRUE
1401	356492500	FALSE
1402	356975000	FALSE
1403	357457500	FALSE
1404	357940000	FALSE
1405	358422500	FALSE
1406	358905000	TRUE
1407	359390000	TRUE
1408	359875000	FALSE
1409	360360000	FALSE
1410	360845000	FALSE
1411	361330000	FALSE
1412	361815000	FALSE
1413	362300000	FALSE
1414	362785000	TRUE
1415	363272500	TRUE
1416	363760000	FALSE
1417	364247500	FALSE
1418	364735000	FALSE
1419	365222500	FALSE
1420	365710000	FALSE
1421	366197500	FALSE
1422	366685000	TRUE
1423	367175000	TRUE
1424	367665000	TRUE
1425	368155000	TRUE
1426	368645000	TRUE
1427	369135000	TRUE
1428	369625000	FALSE
1429	370115000	FALSE
1430	370605000	FALSE
1431	371097500	TRUE
1432	371590000	TRUE
1433	372082500	TRUE
1434	372575000	TRUE
1435	373067500	TRUE
1436	373560000	TRUE
1437	374052500	TRUE
1438	374545000	TRUE
1439	375037500	TRUE
1440	375532500	TRUE
1441	376027500	TRUE
1442	376522500	TRUE
1443	377017500	TRUE
1444	377512500	TRUE
1445	378007500	TRUE
1446	378502500	TRUE
1447	378997500	TRUE
1448	379495000	TRUE
1449	379992500	TRUE
1450	380490000	TRUE
1451	380987500	TRUE
1452	381485000	TRUE
1453	381982500	TRUE
1454	382480000	TRUE
1455	382977500	TRUE
1456	383477500	TRUE
1457	383977500	TRUE
1458	384477500	TRUE
1459	384977500	TRUE
1460	385477500	TRUE
1461	385977500	TRUE
1462	386477500	TRUE
1463	386977500	TRUE
1464	387480000	TRUE
1465	387982500	TRUE
1466	388485000	TRUE
1467	388987500	TRUE
1468	389490000	TRUE
1469	389992500	TRUE
1470	390495000	TRUE
1471	390997500	TRUE
1472	391502500	TRUE
1473	392007500	TRUE
1474	392512500	TRUE
1475	393017500	TRUE
1476	393522500	TRUE
1477	394027500	TRUE
1478	394532500	TRUE
1479	395037500	TRUE
1480	395545000	TRUE
1481	396052500	TRUE
1482	396560000	TRUE
1483	397067500	TRUE
1484	397575000	TRUE
1485	398082500	TRUE
1486	398590000	TRUE
1487	399097500	TRUE
1488	399607500	TRUE
1489	400117500	TRUE
1490	400627500	TRUE
1491	401137500	TRUE
1492	401647500	TRUE
1493	402157500	TRUE
1494	402667500	TRUE
1495	403177500	TRUE
1496	403687500	TRUE
1497	404200000	TRUE
1498	404712500	TRUE
1499	405225000	TRUE
1500	405737500	TRUE
1501	406250000	TRUE
1502	406762500	TRUE
1503	407275000	TRUE
1504	407787500	TRUE
1505	408302500	TRUE
1506	408817500	TRUE
1507	409332500	TRUE
1508	409847500	TRUE
1509	410362500	TRUE
1510	410877500	TRUE
1511	411392500	TRUE
1512	411907500	TRUE
1513	412425000	TRUE
1514	412942500	TRUE
1515	413460000	TRUE
1516	413977500	TRUE
1517	414495000	TRUE
1518	415012500	TRUE
1519	415530000	TRUE
1520	416047500	TRUE
1521	416567500	TRUE
1522	417087500	TRUE
1523	417607500	TRUE
1524	418127500	TRUE
1525	418647500	TRUE
1526	419167500	TRUE
1527	419687500	TRUE
1528	420207500	TRUE
1529	420730000	TRUE
1530	421252500	TRUE
1531	421775000	TRUE
1532	422297500	TRUE
1533	422820000	TRUE
1534	423342500	TRUE
1535	423865000	TRUE
1536	424387500	TRUE
1537	424912500	TRUE
1538	425437500	TRUE
1539	425962500	TRUE
1540	426487500	TRUE
1541	427012500	TRUE
1542	427537500	TRUE
1543	428062500	TRUE
1544	428587500	TRUE
1545	429115000	TRUE
1546	429642500	TRUE
1547	430170000	TRUE
1548	430697500	TRUE
1549	431225000	TRUE
1550	431752500	TRUE
1551	432280000	TRUE
1552	432807500	TRUE
1553	433335000	TRUE
1554	433865000	TRUE
1555	434395000	TRUE
1556	434925000	TRUE
1557	435455000	TRUE
1558	435985000	TRUE
1559	436515000	TRUE
1560	437045000	TRUE
1561	437575000	TRUE
1562	438107500	TRUE
1563	438640000	TRUE
1564	439172500	TRUE
1565	439705000	TRUE
1566	440237500	TRUE
1567	440770000	TRUE
1568	441302500	TRUE
1569	441835000	TRUE
1570	442370000	TRUE
1571	442905000	TRUE
1572	443440000	TRUE
1573	443975000	TRUE
1574	444510000	TRUE
1575	445045000	TRUE
1576	445580000	TRUE
1577	446115000	TRUE
1578	446652500	TRUE
1579	447190000	TRUE
1580	447727500	TRUE
1581	448265000	TRUE
1582	448802500	TRUE
1583	449340000	TRUE
1584	449877500	TRUE
1585	450415000	TRUE
1586	450955000	TRUE
1587	451495000	TRUE
1588	452035000	TRUE
1589	452575000	TRUE
1590	453115000	TRUE
1591	453655000	TRUE
1592	454195000	TRUE
1593	454735000	TRUE
1594	455275000	TRUE
1595	455817500	TRUE
1596	456360000	TRUE
1597	456902500	TRUE
1598	457445000	TRUE
1599	457987500	TRUE
1600	458530000	TRUE
1601	459072500	TRUE
1602	459615000	TRUE
1603	460160000	TRUE
1604	460705000	TRUE
1605	461250000	TRUE
1606	461795000	TRUE
1607	462340000	TRUE
1608	462885000	TRUE
1609	463430000	TRUE
1610	463975000	TRUE
1611	464522500	TRUE
1612	465070000	TRUE
1613	465617500	TRUE
1614	466165000	TRUE
1615	466712500	TRUE
1616	467260000	TRUE
1617	467807500	TRUE
1618	468355000	TRUE
1619	468905000	TRUE
1620	469455000	TRUE
1621	470005000	TRUE
1622	470555000	TRUE
1623	471105000	TRUE
1624	471655000	TRUE
1625	472205000	TRUE
1626	472755000	TRUE
1627	473307500	TRUE
1628	473860000	TRUE
1629	474412500	TRUE
1630	474965000	TRUE
1631	475517500	TRUE
1632	476070000	TRUE
1633	476622500	TRUE
1634	477175000	TRUE
1635	477727500	TRUE
1636	478282500	TRUE
1637	478837500	TRUE
1638	479392500	TRUE
1639	479947500	TRUE
1640	480502500	TRUE
1641	481057500	TRUE
1642	481612500	TRUE
1643	482167500	TRUE
1644	482725000	TRUE
1645	483282500	TRUE
1646	483840000	TRUE
1647	484397500	TRUE
1648	484955000	TRUE
1649	485512500	TRUE
1650	486070000	TRUE
1651	486627500	TRUE
1652	487187500	TRUE
1653	487747500	TRUE
1654	488307500	TRUE
1655	488867500	TRUE
1656	489427500	TRUE
1657	489987500	TRUE
1658	490547500	TRUE
1659	491107500	TRUE
1660	491670000	TRUE
1661	492232500	TRUE
1662	492795000	TRUE
1663	493357500	TRUE
1664	493920000	TRUE
1665	494482500	TRUE
1666	495045000	TRUE
1667	495607500	TRUE
1668	496170000	TRUE
1669	496735000	TRUE
1670	497300000	TRUE
1671	497865000	TRUE
1672	498430000	TRUE
1673	498995000	TRUE
1674	499560000	TRUE
1675	500125000	TRUE
1676	500690000	TRUE
1677	501257500	TRUE
1678	501825000	TRUE
1679	502392500	TRUE
1680	502960000	TRUE
1681	503527500	TRUE
1682	504095000	TRUE
1683	504662500	TRUE
1684	505230000	TRUE
1685	505800000	TRUE
1686	506370000	TRUE
1687	506940000	TRUE
1688	507510000	TRUE
1689	508080000	TRUE
1690	508650000	TRUE
1691	509220000	TRUE
1692	509790000	TRUE
1693	510362500	TRUE
1694	510935000	TRUE
1695	511507500	TRUE
1696	512080000	TRUE
1697	512652500	TRUE
1698	513225000	TRUE
1699	513797500	TRUE
1700	514370000	TRUE
1701	514942500	TRUE
1702	515517500	TRUE
1703	516092500	TRUE
1704	516667500	TRUE
1705	517242500	TRUE
1706	517817500	TRUE
1707	518392500	TRUE
1708	518967500	TRUE
1709	519542500	TRUE
1710	520120000	TRUE
1711	520697500	TRUE
1712	521275000	TRUE
1713	521852500	TRUE
1714	522430000	TRUE
1715	523007500	TRUE
1716	523585000	TRUE
1717	524162500	TRUE
1718	524742500	TRUE
1719	525322500	TRUE
1720	525902500	TRUE
1721	526482500	FALSE
1722	527062500	FALSE
1723	527642500	FALSE
1724	528222500	FALSE
1725	528802500	FALSE
1726	529385000	FALSE
1727	529967500	FALSE
1728	530550000	FALSE
1729	531132500	FALSE
1730	531715000	FALSE
1731	532297500	FALSE
1732	532880000	FALSE
1733	533462500	FALSE
1734	534045000	FALSE
1735	534630000	FALSE
1736	535215000	FALSE
1737	535800000	FALSE
1738	536385000	TRUE
1739	536970000	TRUE
1740	537555000	FALSE
1741	538140000	FALSE
1742	538725000	FALSE
1743	539312500	TRUE
1744	539900000	TRUE
1745	540487500	TRUE
1746	541075000	TRUE
1747	541662500	TRUE
1748	542250000	TRUE
1749	542837500	TRUE
1750	543425000	TRUE
1751	544015000	TRUE
1752	544605000	TRUE
1753	545195000	TRUE
1754	545785000	TRUE
1755	546375000	TRUE
1756	546965000	TRUE
1757	547555000	TRUE
1758	548145000	TRUE
1759	548737500	TRUE
1760	549330000	TRUE
1761	549922500	TRUE
1762	550515000	TRUE
1763	551107500	TRUE
1764	551700000	TRUE
1765	552292500	TRUE
1766	552885000	TRUE
1767	553477500	TRUE
1768	554072500	TRUE
1769	554667500	TRUE
1770	555262500	TRUE
1771	555857500	TRUE
1772	556452500	TRUE
1773	557047500	TRUE
1774	557642500	TRUE
1775	558237500	TRUE
1776	558835000	TRUE
1777	559432500	TRUE
1778	560030000	TRUE
1779	560627500	TRUE
1780	561225000	TRUE
1781	561822500	TRUE
1782	562420000	TRUE
1783	563017500	TRUE
1784	563617500	TRUE
1785	564217500	TRUE
1786	564817500	TRUE
1787	565417500	TRUE
1788	566017500	TRUE
1789	566617500	TRUE
1790	567217500	TRUE
1791	567817500	TRUE
1792	568417500	TRUE
1793	569020000	TRUE
1794	569622500	TRUE
1795	570225000	TRUE
1796	570827500	TRUE
1797	571430000	TRUE
1798	572032500	TRUE
1799	572635000	TRUE
1800	573237500	TRUE
1801	573842500	TRUE
1802	574447500	TRUE
1803	575052500	TRUE
1804	575657500	TRUE
1805	576262500	TRUE
1806	576867500	TRUE
1807	577472500	TRUE
1808	578077500	TRUE
1809	578685000	TRUE
1810	579292500	TRUE
1811	579900000	TRUE
1812	580507500	TRUE
1813	581115000	TRUE
1814	581722500	TRUE
1815	582330000	TRUE
1816	582937500	TRUE
1817	583547500	TRUE
1818	584157500	TRUE
1819	584767500	TRUE
1820	585377500	TRUE
1821	585987500	TRUE
1822	586597500	TRUE
1823	587207500	TRUE
1824	587817500	TRUE
1825	588427500	TRUE
1826	589040000	TRUE
1827	589652500	TRUE
1828	590265000	TRUE
1829	590877500	TRUE
1830	591490000	TRUE
1831	592102500	TRUE
1832	592715000	TRUE
1833	593327500	TRUE
1834	593942500	TRUE
1835	594557500	TRUE
1836	595172500	TRUE
1837	595787500	TRUE
1838	596402500	TRUE
1839	597017500	TRUE
1840	597632500	TRUE
1841	598247500	TRUE
1842	598865000	TRUE
1843	599482500	TRUE
1844	600100000	TRUE
1845	600717500	TRUE
1846	601335000	TRUE
1847	601952500	TRUE
1848	602570000	TRUE
1849	603187500	TRUE
1850	603805000	TRUE
1851	604425000	TRUE
1852	605045000	TRUE
1853	605665000	TRUE
1854	606285000	TRUE
1855	606905000	TRUE
1856	607525000	TRUE
1857	608145000	TRUE
1858	608765000	TRUE
1859	609387500	TRUE
1860	610010000	TRUE
1861	610632500	TRUE
1862	611255000	TRUE
1863	611877500	TRUE
1864	612500000	TRUE
1865	613122500	TRUE
1866	613745000	TRUE
1867	614370000	TRUE
1868	614995000	TRUE
1869	615620000	TRUE
1870	616245000	TRUE
1871	616870000	TRUE
1872	617495000	TRUE
1873	618120000	TRUE
1874	618745000	TRUE
1875	619370000	TRUE
1876	619997500	TRUE
1877	620625000	TRUE
1878	621252500	FALSE
1879	621880000	TRUE
1880	622507500	TRUE
1881	623135000	TRUE
1882	623762500	TRUE
1883	624390000	TRUE
1884	625020000	TRUE
1885	625650000	TRUE
1886	626280000	TRUE
1887	626910000	TRUE
1888	627540000	TRUE
1889	628170000	TRUE
1890	628800000	TRUE
1891	629430000	TRUE
1892	630062500	TRUE
1893	630695000	TRUE
1894	631327500	TRUE
1895	631960000	TRUE
1896	632592500	TRUE
1897	633225000	TRUE
1898	633857500	TRUE
1899	634490000	TRUE
1900	635122500	TRUE
1901	635757500	TRUE
1902	636392500	TRUE
1903	637027500	TRUE
1904	637662500	TRUE
1905	638297500	TRUE
1906	638932500	TRUE
1907	639567500	TRUE
1908	640202500	TRUE
1909	640840000	TRUE
1910	641477500	TRUE
1911	642115000	TRUE
1912	642752500	TRUE
1913	643390000	TRUE
1914	644027500	TRUE
1915	644665000	TRUE
1916	645302500	TRUE
1917	645942500	TRUE
1918	646582500	TRUE
1919	647222500	TRUE
1920	647862500	TRUE
1921	648502500	TRUE
1922	649142500	TRUE
1923	649782500	TRUE
1924	650422500	TRUE
1925	651062500	TRUE
1926	651705000	TRUE
1927	652347500	TRUE
1928	652990000	TRUE
1929	653632500	TRUE
1930	654275000	TRUE
1931	654917500	TRUE
1932	655560000	TRUE
1933	656202500	TRUE
1934	656847500	TRUE
1935	657492500	TRUE
1936	658137500	TRUE
1937	658782500	TRUE
1938	659427500	TRUE
1939	660072500	TRUE
1940	660717500	TRUE
1941	661362500	TRUE
1942	662007500	TRUE
1943	662655000	TRUE
1944	663302500	TRUE
1945	663950000	TRUE
1946	664597500	TRUE
1947	665245000	TRUE
1948	665892500	TRUE
1949	666540000	TRUE
1950	667187500	TRUE
1951	667837500	TRUE
1952	668487500	TRUE
1953	669137500	TRUE
1954	669787500	TRUE
1955	670437500	TRUE
1956	671087500	TRUE
1957	671737500	TRUE
1958	672387500	TRUE
1959	673040000	TRUE
1960	673692500	TRUE
1961	674345000	TRUE
1962	674997500	TRUE
1963	675650000	TRUE
1964	676302500	TRUE
1965	676955000	TRUE
1966	677607500	TRUE
1967	678260000	TRUE
1968	678915000	TRUE
1969	679570000	TRUE
1970	680225000	TRUE
1971	680880000	TRUE
1972	681535000	TRUE
1973	682190000	TRUE
1974	682845000	TRUE
1975	683500000	TRUE
1976	684157500	TRUE
1977	684815000	TRUE
1978	685472500	TRUE
1979	686130000	TRUE
1980	686787500	TRUE
1981	687445000	TRUE
1982	688102500	TRUE
1983	688760000	TRUE
1984	689420000	TRUE
1985	690080000	TRUE
1986	690740000	TRUE
1987	691400000	TRUE
1988	692060000	TRUE
1989	692720000	TRUE
1990	693380000	TRUE
1991	694040000	TRUE
1992	694700000	TRUE
1993	695362500	TRUE
1994	696025000	TRUE
1995	696687500	TRUE
1996	697350000	TRUE
1997	698012500	TRUE
1998	698675000	TRUE
1999	699337500	TRUE
2000	700000000	TRUE
